,Churn
218,0
4919,0
1129,0
2921,1
224,0
4076,0
1940,0
3078,1
665,0
21,0
2077,1
4151,0
434,0
4055,0
2957,0
3784,1
6638,0
6078,0
5673,0
6774,0
3090,1
5365,0
2843,0
5108,0
947,0
1909,0
6958,0
3324,0
6542,1
3529,0
3791,0
6541,0
926,1
6347,0
1622,0
1481,0
5856,0
1443,0
4614,0
3834,1
1752,0
2687,0
4936,0
4371,0
3371,1
1963,0
645,1
7003,0
1618,1
4348,1
3130,0
1400,0
5939,0
741,0
599,0
3425,0
1842,0
5918,0
3985,0
217,0
546,1
1537,0
1225,1
137,0
4410,0
6519,0
2841,0
1349,0
381,1
6141,1
2061,1
2950,0
4102,0
2067,0
6817,0
1058,1
2793,0
3348,0
1705,0
996,1
6496,1
2057,1
1251,1
2643,1
3289,0
5896,0
4590,0
6117,0
2493,0
4428,1
417,0
6681,1
5111,1
1124,0
2171,0
4196,0
2657,0
6662,0
5253,0
5658,0
206,0
6285,0
6186,1
2123,0
6396,0
4062,1
3365,0
2174,0
5798,1
5181,0
42,0
2101,1
3403,0
2126,0
6491,1
197,0
3828,0
856,0
4675,1
6612,1
6780,0
6768,0
6494,0
220,1
3522,0
2124,1
2922,1
1743,0
3493,0
1755,0
3939,1
5664,1
5208,0
425,0
6257,1
380,0
5097,0
6172,1
4725,1
5751,0
1840,1
3881,0
5232,0
2003,1
3500,0
1406,0
2,1
5863,1
2435,0
190,0
419,1
5012,0
770,0
5723,0
885,0
4422,0
4986,0
6943,1
816,1
3429,0
4474,0
799,1
6762,1
5732,0
6619,0
2050,0
5865,0
517,0
1628,0
530,0
2024,0
3692,0
4688,0
6350,0
148,0
5338,0
2420,0
3814,0
5243,0
2834,0
4223,0
1631,1
5436,0
1572,1
2949,0
690,0
5532,0
1943,0
6824,1
1068,1
701,0
5016,1
1169,0
6940,0
1109,0
2370,0
4246,0
5879,0
5690,0
4652,0
6807,0
6683,0
3075,0
5629,1
1328,0
4826,1
520,0
2158,0
5215,1
2323,1
3218,0
2084,1
6994,0
1214,1
3190,0
7037,0
2844,1
6791,1
853,0
2317,0
1460,1
1100,0
5822,0
813,0
4121,1
3208,0
6763,0
5841,1
3634,0
4381,1
5332,0
119,0
4293,1
3747,0
2589,1
1402,1
2760,0
590,0
3168,0
1830,0
5657,0
6856,0
2233,0
5337,0
3244,0
5414,1
4605,0
4588,0
2654,1
5080,0
6657,0
5636,1
1535,0
6156,0
2586,0
6160,0
6838,1
1916,1
557,0
3153,0
3733,0
5464,0
5602,0
2359,0
5789,0
6737,0
1794,0
3536,0
6331,0
6929,0
937,1
3247,0
2413,0
583,0
566,0
2627,0
1136,0
2821,1
5418,0
6094,0
2119,0
2784,1
2476,0
2695,0
5299,1
5915,0
4519,0
4753,1
4781,0
2702,0
1769,0
4479,0
6965,0
3726,1
5454,1
687,1
5753,0
6515,1
5049,1
320,1
6307,0
5891,1
5145,0
6523,0
3393,0
3303,1
373,0
4427,0
253,0
6805,0
4798,0
2548,0
1515,0
3206,0
4851,1
6635,0
4871,0
593,0
6315,0
4159,0
1237,0
719,0
6630,0
4783,0
1079,0
1514,0
1884,0
3918,1
5894,1
5085,0
362,0
1780,1
1915,0
5847,0
5611,0
3322,1
2574,1
5758,0
2475,0
3637,1
5800,0
5824,0
1037,0
1545,0
5307,0
5941,0
4020,0
1240,0
1627,0
2402,0
4580,0
4620,0
3486,0
363,0
5042,0
1268,1
1143,0
3329,0
5859,0
537,0
4415,0
4764,1
298,0
4222,0
1093,0
4232,1
6294,1
5700,0
3469,0
3900,0
4100,0
5684,1
16,0
1862,0
6490,0
554,1
4931,0
3295,0
1773,0
6165,0
4164,0
1383,1
3311,0
5522,1
2632,0
1056,1
7019,0
5618,0
3389,0
6549,1
5056,0
3798,0
4078,1
1786,1
5530,0
1932,0
480,0
2144,0
353,1
297,0
4530,0
3020,0
6821,1
240,0
484,1
1309,1
2405,1
3668,0
2469,0
1409,0
1716,0
6785,1
4761,0
3152,0
1968,0
6640,0
1089,0
3135,1
5924,0
456,0
3356,1
725,0
6828,0
6562,1
5831,1
5496,0
73,0
3968,0
2122,0
6951,0
6064,1
328,0
913,0
1170,0
5648,0
3925,0
714,0
6058,0
6745,1
1746,0
4532,1
352,0
3653,0
4300,0
6603,0
5505,0
277,0
6404,0
6171,0
2543,1
1048,0
1656,0
6477,0
5993,0
5730,0
6383,0
5463,1
505,1
5672,0
5359,1
6349,0
2556,0
6200,0
6069,0
2638,1
1235,0
2648,0
4908,1
6550,1
4325,0
1064,0
4576,0
3339,0
5151,0
6784,0
4506,0
2125,0
2153,0
903,0
3511,0
3593,1
3594,0
817,0
5950,0
2173,0
6223,1
2727,1
4930,0
5578,0
5591,1
60,0
178,0
2200,0
4090,0
5633,0
2856,0
499,1
6813,1
3580,1
1428,1
977,0
1373,0
4383,0
1371,1
6584,0
6686,0
6622,1
3713,1
4324,0
3982,0
618,0
4263,0
3659,0
134,1
1275,0
1920,0
3997,0
3826,0
2956,0
2255,0
5428,1
5293,0
6340,0
2015,0
3383,1
3535,0
6922,0
5390,1
4444,1
3540,0
1821,1
3131,0
2382,0
4719,1
6438,1
3913,0
5804,0
1526,0
5023,1
963,0
1434,1
124,0
3898,0
1146,0
761,1
6313,1
6690,0
5911,0
4917,0
2514,1
5001,1
1404,0
2768,0
374,0
3976,1
6264,0
5870,1
3800,0
5839,0
2074,1
5349,0
1815,0
4208,0
2096,1
4577,0
227,1
6639,0
7015,0
4417,1
4892,0
724,1
4216,0
1149,1
1981,1
982,0
6854,0
6217,0
3424,1
4026,0
6728,0
180,1
5549,1
5022,0
4750,0
46,0
4467,0
6024,1
1452,0
1458,1
5550,0
4077,0
403,0
436,0
5456,1
4101,0
711,0
4398,0
349,0
4565,0
6413,1
1544,0
6142,1
4607,0
5762,0
3882,0
3238,0
1017,0
83,0
965,1
640,0
3211,0
5686,1
1883,1
249,0
4310,0
2893,1
5087,0
785,1
3597,0
2546,0
2391,0
4160,0
2270,1
3935,0
6709,0
6183,0
5675,0
6569,0
6216,0
6803,0
93,0
6624,0
3038,0
5714,1
30,0
4049,0
316,0
5942,1
4911,0
6055,0
1832,1
4945,0
3583,0
4647,0
527,0
5676,0
1669,0
5368,1
6986,1
4657,0
5070,1
5452,0
522,0
850,0
6091,1
1540,0
787,0
5048,0
5978,0
5317,1
1609,0
4789,1
32,0
6023,0
762,1
568,1
2583,0
6847,0
1501,0
4346,0
5900,1
2305,0
743,0
840,1
3821,1
5812,1
6418,0
978,1
3860,0
5369,0
3598,0
26,1
3454,0
1982,0
6700,0
5269,0
1863,0
3416,0
2565,0
5236,0
4010,0
6752,0
6789,1
1213,0
2512,0
2337,1
2973,1
2300,1
6981,0
395,0
2070,1
4337,0
5184,0
3967,0
3957,0
4146,1
168,1
3746,1
2404,0
6444,1
6852,0
4823,1
5320,0
1317,0
1242,0
3376,0
2014,0
5614,0
6921,0
5465,0
448,0
6521,0
855,1
4710,0
4098,1
4053,0
2474,0
3364,1
3884,0
771,1
1713,0
4429,0
5386,0
2385,0
1266,0
15,0
4330,1
3705,0
138,0
4355,0
5513,0
2445,0
410,1
279,0
1277,0
6819,1
3143,0
2296,0
164,0
1196,0
3263,0
5405,0
6486,1
6429,0
5790,0
864,1
929,0
5058,0
359,0
5508,0
1032,1
4658,0
5557,0
1693,0
6848,0
2073,0
6421,0
1889,0
3202,0
1599,0
2242,0
2730,0
6826,0
5324,0
753,0
1762,0
2925,0
239,0
607,0
6738,0
3400,0
4152,0
4236,0
4933,0
4799,0
3092,1
1871,0
2706,1
2108,0
5083,0
748,0
3538,0
1895,0
244,0
3369,0
3118,0
1749,0
6655,0
2285,1
6537,1
6408,1
5981,0
4401,0
821,0
3404,0
3932,1
6127,0
2900,1
2154,0
4353,1
994,0
6645,0
5265,0
5908,1
5483,1
6038,1
1642,0
2183,0
1731,1
1641,0
6244,0
4384,1
2116,1
5877,1
6020,0
1492,1
6801,0
5535,0
4923,0
2931,0
1939,0
2260,1
2656,0
5439,1
5110,0
6663,0
3031,1
19,0
5331,0
1257,0
3766,1
1583,0
4105,0
3577,1
6547,0
6772,1
1689,0
4112,0
934,0
379,0
6903,0
1495,0
3417,0
2915,0
3740,0
5354,0
3059,0
1575,1
424,0
4987,0
4167,0
5020,0
3551,1
4270,0
4122,0
1175,0
4861,0
385,1
5378,0
586,0
5135,0
3694,1
208,1
4184,1
6306,0
1612,1
4124,0
6879,0
4292,1
4199,1
2438,1
6947,0
5339,0
2948,1
3033,0
344,0
143,0
6600,1
4188,1
1423,1
2454,0
5944,1
1336,0
6955,0
7012,0
1077,1
6224,0
1203,0
3729,0
3436,0
2179,0
2849,0
3621,1
2479,0
3285,0
6066,1
3600,1
1647,1
1688,0
3951,0
1364,0
2500,0
5134,1
3475,0
3672,1
702,0
5963,0
1589,0
5054,0
1008,1
2250,0
2552,0
1278,0
3246,1
4173,0
5953,0
2678,0
2058,0
5072,0
6582,0
3142,1
5105,1
2988,0
4755,0
5794,0
2665,0
5851,0
5004,0
6133,0
5563,0
98,0
2817,0
6135,0
4342,0
4762,0
2367,1
1610,0
2531,0
396,0
1969,0
1798,0
1898,1
5573,1
3488,0
4169,1
6332,0
4883,1
4477,0
6860,1
6479,1
4900,1
6973,0
5553,1
222,0
2290,1
4844,0
3760,0
2209,0
6178,0
340,0
4624,1
5156,0
839,0
290,1
3091,0
2269,1
3797,0
3943,0
6129,0
4408,0
3519,0
3571,0
2047,0
1212,0
4394,0
3518,0
6558,1
3703,0
3354,0
6442,0
5849,0
2229,0
415,0
5182,0
4713,0
4231,0
2513,0
6779,0
5597,1
3385,1
4219,0
7023,0
6692,0
4461,0
2365,0
3482,0
4814,1
980,0
2584,0
6400,0
2354,0
5388,1
920,0
165,0
3764,0
884,0
7021,1
4109,1
3175,1
5733,0
1498,1
4995,1
2758,0
272,1
2423,0
4393,1
6299,0
1359,1
515,1
3928,0
2572,0
4279,0
2325,0
6684,0
6649,0
5564,0
6376,0
1276,0
1157,0
2415,1
5671,0
2728,0
3422,0
747,0
5041,0
6291,0
4654,0
3468,0
1804,0
4230,1
89,0
6475,0
3029,1
2850,0
4103,0
5786,0
4022,0
1040,1
3942,1
5892,0
5960,0
1747,1
3336,0
4012,1
1154,0
5698,1
4251,0
5752,0
4130,0
6727,0
6339,1
2916,0
5878,0
1399,0
1557,0
5712,0
3039,0
6099,0
3438,1
4744,0
1059,1
6111,0
6866,1
467,0
1946,0
4313,0
1296,0
4132,1
92,0
4513,1
5401,0
1790,1
4690,0
502,0
1791,0
6944,0
6598,0
3064,0
3575,0
2263,1
2660,0
531,0
5756,0
4758,0
3711,0
4700,0
3102,1
53,1
4968,0
5301,1
814,0
3164,0
700,0
11,0
5626,0
1504,0
7038,0
285,0
3418,0
6551,0
2881,0
2641,0
4243,0
3042,1
493,0
6328,0
4443,0
4820,0
2828,0
5820,0
3585,0
4862,1
5092,0
2809,0
1759,0
3237,0
1601,0
5502,1
6808,0
4248,0
231,0
5335,0
6241,1
6412,0
5559,0
5568,0
1126,1
4508,0
6632,1
1592,1
1416,0
5965,0
1533,1
1648,0
1303,0
5694,0
3809,0
6439,0
4289,0
319,0
4516,0
1806,0
170,0
4298,0
673,0
2342,0
2458,0
3330,1
6705,0
2891,1
4682,1
5603,1
317,1
6201,0
1446,0
1385,0
1826,0
2508,0
6862,1
80,1
3820,0
4,1
6756,0
5202,0
3730,1
2613,1
2299,0
6194,0
2888,1
5615,1
2568,0
5260,0
157,0
3805,1
2436,0
3074,0
6540,0
4535,1
3877,1
4834,0
6268,0
1184,0
2761,1
529,0
5352,0
1369,0
3212,0
4598,0
4061,0
4459,1
6602,0
4281,0
242,0
5448,0
1025,0
6892,0
6680,1
4123,0
5966,1
6661,0
1604,0
159,0
6773,1
1112,0
5523,0
6493,0
3127,1
3071,0
4476,1
1703,0
1182,0
6648,0
6918,1
5217,0
7014,0
6139,0
3765,0
1653,0
4430,0
2231,1
6107,0
1521,0
4965,1
1914,0
6431,0
4946,1
2972,0
6434,1
3381,0
4531,1
4651,1
1954,1
975,1
1271,0
6272,0
3123,0
4115,0
1483,0
478,1
789,0
3065,0
294,0
2017,0
891,1
2703,1
2498,0
4787,0
6672,0
43,0
6998,0
1344,0
5283,0
561,0
194,0
5444,0
1310,1
4354,0
5581,1
6214,0
852,0
6083,0
1581,0
6809,1
5627,0
1431,0
3848,0
6560,0
5622,1
3961,0
2848,0
3492,0
6623,1
1480,0
1771,1
6820,0
778,0
6658,1
678,0
5734,0
6559,0
5348,0
4910,1
1099,0
3277,0
3512,0
1262,0
397,1
1643,0
209,0
5895,0
4669,0
3869,0
2940,1
196,0
887,0
5621,1
5713,0
4420,0
2064,0
4515,0
662,0
2278,0
3439,1
2114,0
5928,0
1414,0
1855,0
3077,0
5977,0
2773,0
802,0
3022,0
3361,0
4756,0
633,0
2845,0
489,1
3507,0
4593,0
605,0
4400,0
2640,0
551,0
1180,0
6102,0
6266,1
5229,1
1426,0
1372,0
1030,0
3696,1
5682,0
3633,0
1923,0
5190,0
6644,0
3906,1
3193,0
5716,0
2717,0
674,1
6014,0
3823,0
2241,0
6357,1
2141,0
4621,0
3447,0
440,0
2340,0
709,0
2581,0
1252,0
6304,1
4368,1
2569,0
5882,0
6137,1
4563,1
4006,0
3520,0
5556,1
637,0
3771,1
4176,0
3146,1
1952,0
811,1
932,0
3437,0
5367,0
6908,1
1294,1
3786,0
471,1
3147,0
4992,0
131,1
6730,0
5204,0
5726,0
2980,0
5659,0
1999,1
6076,0
1553,0
851,0
2319,0
1366,1
5917,0
2679,1
5760,0
97,1
4927,0
1362,1
4483,0
3030,1
2392,0
256,0
1162,0
1356,0
6303,0
2724,0
5374,1
3205,0
1403,0
1596,0
2376,0
2533,0
842,1
4081,1
5427,0
12,0
4407,0
500,0
3619,0
3217,0
2164,0
2403,0
543,1
915,1
2555,0
356,0
195,0
2033,1
4613,1
4785,1
3983,1
1979,0
6667,1
1554,0
4409,0
2478,0
6937,0
6077,0
5044,0
4872,0
889,1
3556,0
6608,1
1047,0
1197,0
1779,0
3811,0
2713,0
4853,0
2329,0
1389,1
1598,0
3931,0
3347,0
7009,1
3676,0
3137,0
4145,0
6615,0
5616,0
5781,0
49,0
1486,1
2601,0
576,0
894,0
6850,0
1742,1
4192,0
1802,0
5421,0
3812,0
2347,0
804,1
7036,0
5297,0
6018,0
2288,0
4120,0
1173,1
3557,0
5451,0
5008,0
2121,0
571,0
5203,0
6321,1
4771,1
2686,1
945,1
1959,0
987,0
5114,0
3466,0
5268,0
1934,1
911,0
1125,1
3378,0
1243,1
6525,0
4921,0
3056,0
1063,0
6942,0
659,0
2157,0
5274,0
4066,0
3169,0
1941,0
6441,0
504,0
3121,1
1053,1
4375,0
5526,0
3657,0
5211,1
862,1
3083,0
4419,0
1282,0
2704,0
2352,0
2011,0
5180,0
3037,0
6614,0
3587,1
1947,0
3428,1
127,0
6410,0
3323,0
4126,0
6889,0
613,0
1788,0
3001,0
1322,0
4385,0
4451,0
4841,0
2068,0
2836,0
3076,1
3395,0
792,0
102,0
2932,0
6031,0
3297,0
558,0
4089,1
5652,0
1293,0
1467,0
5889,0
5791,0
4646,0
1375,0
6381,0
927,1
6338,0
1695,0
2140,1
5250,0
2774,0
6827,0
1332,0
95,1
1552,0
1677,0
6329,0
4880,0
5755,0
2466,0
6182,0
6319,0
3758,0
420,0
6874,0
5607,1
1801,0
2407,1
452,0
2944,0
4944,0
5278,0
5886,0
2448,1
1892,0
4741,0
1541,0
3699,0
4178,0
6231,1
4377,0
625,0
2000,0
5136,0
3060,0
2889,0
3561,1
930,0
3978,0
5205,0
573,1
3144,0
1543,1
475,1
3269,0
1148,1
6698,0
4687,1
3992,0
5579,1
962,0
2588,0
6583,0
1436,1
1735,0
6105,1
2609,1
2719,0
6399,0
1678,0
3293,0
5387,0
4416,0
1919,1
3973,0
4760,0
2563,1
1502,0
3525,1
6516,1
6881,0
6511,0
1636,0
6403,0
1280,0
4182,1
653,0
4318,0
2892,0
3734,0
2459,0
6691,0
1239,0
2878,0
6641,1
182,1
2460,0
4653,1
5484,0
3874,0
3548,0
2485,1
6422,0
615,0
825,1
6465,0
5239,0
6989,0
5899,0
5393,1
4197,0
5742,0
1206,0
5669,0
4701,0
2835,0
3762,0
5515,0
2306,0
5210,1
2536,1
2919,0
1977,0
85,0
1287,0
4341,1
4706,1
4481,0
4052,1
266,0
3009,0
6718,1
999,0
118,0
268,1
6134,0
2621,0
2439,0
5872,1
234,0
835,0
6013,0
5212,0
3359,0
2442,1
1108,0
2582,0
3043,1
4870,0
3559,0
1906,0
4779,0
3052,0
3026,1
3334,1
3290,0
3258,0
2185,1
1152,0
1022,0
3756,1
2777,0
6209,0
3446,0
6260,0
5832,1
6473,1
1477,1
455,0
3109,0
3909,0
2524,0
1551,0
1865,0
801,1
1433,0
100,0
3996,0
5282,1
4424,1
1014,1
3227,0
453,1
6841,0
2854,0
5575,0
4704,0
4692,0
2343,0
3188,1
3406,0
1179,0
74,0
905,1
3630,1
616,0
6314,0
2607,1
1,0
3095,0
3014,0
1837,1
304,0
3889,0
6531,0
3160,0
4304,0
4224,0
708,0
3072,0
3200,1
3921,0
2779,1
6310,0
538,0
5130,1
2708,1
2603,0
7000,0
1439,1
4402,1
5811,0
6221,0
1011,0
3724,0
4215,0
5372,0
4259,1
6978,0
1306,1
5687,0
4873,0
5318,0
1819,0
5701,0
1198,0
2016,1
2653,0
2372,0
5473,0
1188,0
6463,0
1897,1
1377,0
757,0
3859,0
610,1
6175,0
3661,0
2549,0
1331,0
1560,0
1464,0
4951,0
1785,0
2223,1
3844,1
4825,0
1659,0
948,1
5520,0
6063,0
4943,0
6296,0
6897,0
3566,0
6219,1
1384,1
3955,0
3916,0
6275,0
1741,0
22,1
4445,0
4889,0
3250,0
882,1
4847,1
2578,1
4695,0
3586,1
5493,1
2545,0
3477,0
5422,0
5850,1
4734,1
1353,0
4179,0
1255,1
5247,1
6125,1
3129,0
1091,0
4366,0
6587,0
5121,0
6895,0
2599,0
4794,0
544,1
4487,0
2908,1
6802,0
6377,1
2959,0
6957,0
3321,0
608,0
3883,0
4604,0
1254,0
5290,0
4552,0
3974,0
3602,0
3162,0
5691,0
6199,1
5589,1
1942,0
4550,0
309,0
1045,0
3552,0
257,0
1144,1
4801,0
6364,0
6604,0
466,0
5792,1
5277,1
3053,0
5826,1
873,1
3435,0
745,0
5373,0
281,0
6548,0
2383,0
486,0
2626,0
984,0
4977,0
4282,0
3316,0
1478,1
7025,0
3562,1
5013,0
1847,0
1422,0
4185,0
6771,0
1699,0
6461,0
2327,0
4302,0
1978,0
760,0
1602,1
246,0
5935,0
1764,0
2666,0
2356,0
3313,0
2754,0
4136,0
3460,0
3296,0
895,0
4274,0
2232,0
3986,0
5642,0
2243,0
4878,0
3902,0
5411,1
4139,0
1454,0
1857,0
6254,0
5885,0
6701,0
5773,0
5423,1
3873,0
5435,0
1891,1
4413,1
5194,1
3673,1
3284,0
875,0
793,0
4241,1
1548,0
3093,0
4712,0
5511,0
3923,1
3763,1
4003,0
539,0
3549,0
2522,0
4367,0
788,0
1484,0
4800,1
1608,0
3249,0
2008,1
1329,0
4610,1
1738,0
622,0
6095,0
4025,1
3163,0
1050,1
5099,1
6207,1
2007,1
3963,0
5106,0
2331,0
435,0
3080,0
4473,0
4668,0
818,1
2794,0
4379,0
2616,1
3116,0
5122,0
166,1
2022,0
2437,0
2877,1
2080,0
4529,0
229,0
4333,0
5102,0
3345,0
2078,0
4793,0
1833,0
5763,0
4578,0
2826,0
5816,0
3113,0
1774,0
2945,0
5639,0
6060,0
4564,1
3623,0
6468,0
1055,0
278,0
6061,0
2800,0
1337,0
406,0
5510,0
2191,1
2671,0
